,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration1,log_duration,pdays1,log_pdays
37422,33,services,married,high.school,no,yes,no,cellular,aug,wed,417,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,417,6.0330862217988,999,6.90675477864855
39171,36,management,married,university.degree,no,no,no,cellular,mar,thu,148,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,yes,148,4.99721227376411,999,6.90675477864855
2407,38,blue-collar,single,university.degree,unknown,yes,no,telephone,may,tue,395,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes,395,5.97888576490112,999,6.90675477864855
37688,33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,173,1,1,1,success,-2.9,92.201,-31.4,0.854,5076.2,yes,173,5.15329159449778,1,0
30057,52,blue-collar,married,basic.6y,no,no,no,cellular,apr,thu,247,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes,247,5.50938833662798,999,6.90675477864855
27768,34,technician,single,professional.course,no,no,no,cellular,mar,fri,301,3,999,0,nonexistent,-1.8,92.843,-50,1.726,5099.1,yes,301,5.70711026474888,999,6.90675477864855
40115,73,retired,married,basic.4y,no,yes,no,cellular,jul,tue,305,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,yes,305,5.72031177660741,999,6.90675477864855
25942,35,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,1028,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,1028,6.93537044601511,999,6.90675477864855
31511,33,blue-collar,married,basic.6y,no,yes,yes,cellular,may,wed,686,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes,686,6.53087762772588,999,6.90675477864855
27765,38,technician,married,professional.course,no,yes,no,cellular,mar,fri,363,2,10,1,success,-1.8,92.843,-50,1.726,5099.1,yes,363,5.89440283426485,10,2.30258509299405
36502,29,technician,single,university.degree,no,yes,no,cellular,jun,wed,165,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,165,5.10594547390058,999,6.90675477864855
9841,37,admin.,married,university.degree,no,no,no,telephone,jun,wed,867,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,867,6.76503897678054,999,6.90675477864855
40163,80,retired,married,basic.4y,no,no,no,telephone,jul,thu,552,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes,552,6.31354804627709,999,6.90675477864855
22237,29,admin.,single,high.school,no,yes,no,cellular,aug,thu,788,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,788,6.66949808985788,999,6.90675477864855
36623,30,technician,single,professional.course,no,no,no,cellular,jun,thu,137,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,137,4.91998092582813,999,6.90675477864855
39150,25,blue-collar,single,basic.6y,no,no,no,cellular,mar,tue,228,4,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes,228,5.42934562895444,999,6.90675477864855
32349,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,656,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes,656,6.48616078894409,999,6.90675477864855
20037,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,716,6.57368016696065,999,6.90675477864855
36468,28,admin.,married,high.school,no,no,no,telephone,jun,wed,206,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,206,5.32787616878958,999,6.90675477864855
36607,25,services,single,high.school,no,yes,no,cellular,jun,thu,239,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,239,5.47646355193151,3,1.09861228866811
39538,52,admin.,married,unknown,no,yes,no,cellular,apr,wed,184,2,10,1,success,-1.8,93.749,-34.6,0.654,5008.7,yes,184,5.21493575760899,10,2.30258509299405
40505,42,technician,married,university.degree,no,no,no,cellular,aug,fri,211,3,6,2,success,-1.7,94.027,-38.3,0.898,4991.6,yes,211,5.35185813347607,6,1.79175946922805
30134,79,retired,married,basic.9y,no,yes,no,cellular,apr,thu,510,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,510,6.23441072571837,999,6.90675477864855
4678,59,retired,married,professional.course,unknown,no,no,telephone,may,wed,905,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes,905,6.80793494369993,999,6.90675477864855
37101,30,student,single,university.degree,no,no,no,cellular,jul,tue,332,2,13,2,failure,-2.9,92.469,-33.6,0.908,5076.2,yes,332,5.80513496891649,13,2.56494935746154
7445,25,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,763,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes,763,6.63725803128446,999,6.90675477864855
40878,22,self-employed,single,professional.course,no,yes,no,cellular,oct,wed,218,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes,218,5.38449506278909,999,6.90675477864855
36740,53,retired,single,basic.4y,no,yes,no,cellular,jun,mon,107,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes,107,4.67282883446191,999,6.90675477864855
39288,47,self-employed,divorced,university.degree,no,no,no,cellular,mar,tue,261,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,yes,261,5.56452040732269,999,6.90675477864855
31014,37,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,1085,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes,1085,6.98933526597456,999,6.90675477864855
36363,34,technician,married,university.degree,no,yes,no,cellular,jun,tue,195,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,195,5.27299955856375,999,6.90675477864855
39164,36,management,single,university.degree,no,no,no,telephone,mar,wed,834,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes,834,6.72623340235875,999,6.90675477864855
23020,33,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,731,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,731,6.59441345974978,999,6.90675477864855
14346,35,admin.,married,high.school,unknown,no,no,cellular,jul,mon,1336,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1336,7.19743535409659,999,6.90675477864855
39490,80,retired,divorced,basic.4y,no,yes,yes,cellular,apr,wed,654,2,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,yes,654,6.4831073514572,999,6.90675477864855
40154,52,technician,married,basic.6y,no,yes,no,cellular,jul,thu,219,1,3,1,success,-1.7,94.215,-40.3,0.846,4991.6,yes,219,5.3890717298165,3,1.09861228866811
38833,18,student,single,high.school,no,no,no,cellular,nov,fri,256,2,7,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes,256,5.54517744447956,7,1.94591014905531
37763,64,retired,married,unknown,no,no,no,cellular,aug,fri,252,4,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,yes,252,5.52942908751142,999,6.90675477864855
22453,29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,520,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,520,6.25382881157547,999,6.90675477864855
19749,31,technician,single,professional.course,no,no,no,cellular,aug,fri,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,193,5.26269018890489,999,6.90675477864855
29973,56,self-employed,married,university.degree,no,no,no,cellular,apr,tue,110,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,110,4.70048036579242,999,6.90675477864855
41139,58,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,344,2,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,yes,344,5.8406416573734,999,6.90675477864855
39433,48,admin.,married,professional.course,no,yes,no,cellular,apr,mon,333,1,7,1,success,-1.8,93.749,-34.6,0.642,5008.7,yes,333,5.80814248998044,7,1.94591014905531
36178,26,student,single,high.school,no,yes,no,cellular,may,wed,223,3,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1,yes,223,5.40717177146012,999,6.90675477864855
37361,44,management,married,university.degree,no,no,no,cellular,aug,tue,175,2,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,175,5.16478597392351,999,6.90675477864855
15248,35,self-employed,married,university.degree,no,no,no,cellular,jul,thu,1175,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes,1175,7.06902342657826,999,6.90675477864855
37905,54,admin.,married,unknown,no,yes,no,cellular,sep,tue,82,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,yes,82,4.40671924726425,999,6.90675477864855
9525,29,admin.,single,university.degree,no,no,no,telephone,jun,mon,1055,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,1055,6.96129604591017,999,6.90675477864855
39246,46,admin.,married,university.degree,no,yes,no,cellular,mar,thu,335,1,999,0,nonexistent,-1.8,93.369,-34.8,0.65,5008.7,yes,335,5.81413053182507,999,6.90675477864855
41128,61,admin.,married,high.school,no,yes,yes,cellular,nov,wed,386,2,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,yes,386,5.95583736946483,999,6.90675477864855
40881,28,admin.,single,high.school,no,no,no,cellular,oct,wed,1246,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes,1246,7.1276936993474,999,6.90675477864855
40049,46,admin.,married,high.school,no,yes,yes,cellular,jul,tue,396,1,13,2,success,-1.7,94.215,-40.3,0.797,4991.6,yes,396,5.98141421125448,13,2.56494935746154
40080,26,unemployed,married,high.school,no,yes,no,cellular,jul,fri,474,7,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,yes,474,6.16120732169508,999,6.90675477864855
39658,31,admin.,married,university.degree,no,yes,no,cellular,may,thu,400,1,3,1,success,-1.8,93.876,-40,0.683,5008.7,yes,400,5.99146454710798,3,1.09861228866811
38041,42,management,married,basic.6y,no,yes,no,telephone,sep,thu,230,3,999,0,nonexistent,-3.4,92.379,-29.8,0.778,5017.5,yes,230,5.4380793089232,999,6.90675477864855
24023,27,student,single,high.school,no,no,no,telephone,oct,tue,187,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,yes,187,5.23110861685459,999,6.90675477864855
38466,26,admin.,single,high.school,no,no,no,telephone,oct,fri,257,2,4,1,success,-3.4,92.431,-26.9,0.73,5017.5,yes,257,5.54907608489522,4,1.38629436111989
28521,26,unemployed,single,university.degree,no,yes,no,telephone,apr,tue,300,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,300,5.7037824746562,999,6.90675477864855
40468,51,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,237,1,6,4,success,-1.7,94.027,-38.3,0.903,4991.6,yes,237,5.46806014113513,6,1.79175946922805
38437,45,technician,married,professional.course,no,no,no,cellular,oct,thu,504,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,yes,504,6.22257626807137,6,1.79175946922805
27082,53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,528,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes,528,6.26909628370626,999,6.90675477864855
36874,25,technician,married,professional.course,no,yes,no,cellular,jun,tue,551,4,999,1,failure,-2.9,92.963,-40.8,1.252,5076.2,yes,551,6.31173480915291,999,6.90675477864855
33731,53,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,659,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,659,6.49072353450251,999,6.90675477864855
36298,29,admin.,single,university.degree,no,no,no,cellular,jun,mon,114,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,114,4.7361984483945,999,6.90675477864855
39261,27,services,single,university.degree,no,yes,no,cellular,mar,fri,229,3,999,1,failure,-1.8,93.369,-34.8,0.649,5008.7,yes,229,5.43372200355424,999,6.90675477864855
39997,30,technician,single,university.degree,no,yes,no,telephone,jun,wed,263,1,999,2,failure,-1.7,94.055,-39.8,0.767,4991.6,yes,263,5.57215403217776,999,6.90675477864855
33917,34,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,716,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,716,6.57368016696065,999,6.90675477864855
37364,59,admin.,divorced,professional.course,no,no,no,cellular,aug,tue,206,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,206,5.32787616878958,999,6.90675477864855
40458,31,admin.,married,university.degree,no,no,no,cellular,aug,tue,164,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes,164,5.0998664278242,999,6.90675477864855
5614,56,blue-collar,married,professional.course,no,yes,no,telephone,may,mon,621,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes,621,6.43133108193348,999,6.90675477864855
10545,38,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,556,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,556,6.32076829425058,999,6.90675477864855
31945,36,blue-collar,single,basic.9y,no,no,yes,cellular,may,thu,1516,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes,1516,7.32383056620232,999,6.90675477864855
26061,36,management,divorced,high.school,no,no,yes,cellular,nov,wed,709,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,709,6.56385552653213,999,6.90675477864855
18332,38,admin.,married,unknown,no,yes,no,cellular,jul,wed,481,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,481,6.17586727010576,999,6.90675477864855
40371,59,unknown,married,unknown,no,no,no,cellular,aug,wed,198,1,6,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes,198,5.28826703069454,6,1.79175946922805
11738,35,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,556,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,556,6.32076829425058,999,6.90675477864855
40620,43,entrepreneur,married,university.degree,no,no,no,cellular,sep,mon,255,1,3,1,success,-1.1,94.199,-37.5,0.882,4963.6,yes,255,5.54126354515843,3,1.09861228866811
28039,44,blue-collar,married,university.degree,no,yes,no,cellular,apr,thu,397,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,397,5.98393628068719,999,6.90675477864855
41035,33,services,single,high.school,no,yes,no,cellular,oct,mon,182,1,6,1,success,-1.1,94.601,-49.5,1.032,4963.6,yes,182,5.2040066870768,6,1.79175946922805
14816,23,blue-collar,single,high.school,no,no,no,cellular,jul,wed,435,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,435,6.07534603108868,999,6.90675477864855
29978,78,retired,married,basic.4y,no,yes,no,cellular,apr,tue,274,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,274,5.61312810638807,999,6.90675477864855
16868,45,admin.,married,unknown,unknown,yes,no,cellular,jul,thu,651,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,651,6.47850964220857,999,6.90675477864855
38541,54,retired,married,basic.4y,no,no,yes,cellular,oct,thu,164,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,164,5.0998664278242,999,6.90675477864855
15792,28,technician,married,basic.9y,no,yes,no,cellular,jul,mon,1080,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,1080,6.98471632011827,999,6.90675477864855
27865,24,admin.,single,high.school,no,yes,yes,cellular,mar,wed,224,1,999,0,nonexistent,-1.8,92.843,-50,1.602,5099.1,yes,224,5.41164605185504,999,6.90675477864855
15590,57,admin.,married,basic.9y,no,no,no,cellular,jul,fri,1139,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,1139,7.03790596344718,999,6.90675477864855
38038,25,admin.,single,high.school,no,no,no,cellular,sep,thu,185,1,3,1,success,-3.4,92.379,-29.8,0.778,5017.5,yes,185,5.22035582507832,3,1.09861228866811
27917,36,unemployed,married,university.degree,unknown,unknown,unknown,cellular,mar,fri,95,2,999,1,failure,-1.8,92.843,-50,1.531,5099.1,yes,95,4.55387689160054,999,6.90675477864855
28640,57,technician,married,university.degree,no,yes,no,cellular,apr,thu,836,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,836,6.7286286130847,999,6.90675477864855
20309,32,technician,married,university.degree,unknown,no,no,cellular,aug,mon,418,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,418,6.03548143252476,999,6.90675477864855
40336,62,retired,married,basic.4y,no,no,no,cellular,aug,mon,317,1,9,2,failure,-1.7,94.027,-38.3,0.898,4991.6,yes,317,5.75890177387728,9,2.19722457733622
39216,64,retired,married,university.degree,no,no,no,cellular,mar,tue,139,2,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes,139,4.93447393313069,6,1.79175946922805
37667,20,student,single,high.school,no,yes,no,cellular,aug,tue,532,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes,532,6.27664348934164,999,6.90675477864855
37092,35,entrepreneur,married,high.school,no,no,no,cellular,jul,wed,1084,4,999,0,nonexistent,-2.9,92.469,-33.6,0.933,5076.2,yes,1084,6.98841318199959,999,6.90675477864855
37614,34,technician,married,university.degree,no,no,no,cellular,aug,mon,220,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes,220,5.39362754635236,999,6.90675477864855
40908,48,technician,married,professional.course,no,yes,yes,cellular,oct,mon,450,1,8,1,success,-1.1,94.601,-49.5,0.977,4963.6,yes,450,6.10924758276437,8,2.07944154167984
25580,46,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,814,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,814,6.70196036600254,999,6.90675477864855
28573,49,management,married,university.degree,no,no,no,cellular,apr,wed,1214,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes,1214,7.10167597161944,999,6.90675477864855
30077,50,admin.,married,university.degree,no,yes,no,cellular,apr,fri,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,yes,160,5.07517381523383,999,6.90675477864855
31119,40,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,954,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes,954,6.86066367144829,999,6.90675477864855
15913,28,technician,single,professional.course,no,yes,no,cellular,jul,mon,1002,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,1002,6.90975328164481,999,6.90675477864855
27732,36,admin.,married,high.school,no,no,no,cellular,mar,tue,168,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,yes,168,5.12396397940326,999,6.90675477864855
19955,41,technician,divorced,university.degree,no,no,no,cellular,aug,fri,519,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,519,6.25190388316589,999,6.90675477864855
7836,42,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,1036,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,1036,6.94312242281943,999,6.90675477864855
40185,26,technician,single,university.degree,no,yes,no,cellular,jul,fri,806,3,6,2,success,-1.7,94.215,-40.3,0.861,4991.6,yes,806,6.69208374250663,6,1.79175946922805
40817,30,technician,single,university.degree,no,yes,no,cellular,sep,fri,173,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6,yes,173,5.15329159449778,15,2.70805020110221
30154,35,services,married,high.school,no,yes,no,cellular,apr,thu,412,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,412,6.02102334934953,5,1.6094379124341
39587,32,student,single,unknown,no,yes,no,cellular,may,wed,188,2,999,0,nonexistent,-1.8,93.876,-40,0.672,5008.7,yes,188,5.23644196282995,999,6.90675477864855
29422,48,services,single,high.school,no,yes,no,cellular,apr,mon,1202,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,1202,7.09174211509515,999,6.90675477864855
34653,25,admin.,single,high.school,no,yes,no,cellular,may,thu,888,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,888,6.78897174299217,999,6.90675477864855
36411,33,admin.,single,university.degree,no,yes,no,cellular,jun,tue,251,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,251,5.52545293913178,999,6.90675477864855
32139,34,blue-collar,married,basic.9y,no,no,yes,cellular,may,fri,763,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes,763,6.63725803128446,999,6.90675477864855
39576,18,student,single,unknown,no,yes,no,telephone,may,tue,421,1,3,1,success,-1.8,93.876,-40,0.668,5008.7,yes,421,6.04263283368238,3,1.09861228866811
39061,24,student,single,high.school,no,yes,no,cellular,dec,thu,726,3,999,0,nonexistent,-3,92.713,-33,0.712,5023.5,yes,726,6.5875500148248,999,6.90675477864855
31666,28,technician,single,high.school,no,yes,yes,cellular,may,thu,609,1,11,1,success,-1.8,92.893,-46.2,1.327,5099.1,yes,609,6.4118182677099,11,2.39789527279837
7818,30,services,divorced,basic.9y,no,no,no,telephone,jun,mon,394,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,394,5.97635090929793,999,6.90675477864855
30600,53,technician,married,professional.course,no,no,no,cellular,may,mon,206,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,206,5.32787616878958,999,6.90675477864855
27086,30,services,single,high.school,no,no,no,cellular,nov,fri,648,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes,648,6.47389069635227,999,6.90675477864855
